"customer_id","customer_count","country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label","churn_value","churn_score","cltv","churn_reason"
"8356-WUAOJ",1,"United States","California","Glendale","91205","34.13658, -118.245839",34.136580,-118.245839,"Female","No","Yes","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.00,45.00,"No",0,63,5669,NULL
"8058-DMYRU",1,"United States","California","Glendale","91208","34.195386, -118.238508",34.195386,-118.238508,"Male","Yes","No","No",54,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",90.05,4931.80,"No",0,23,5232,NULL
"9350-ZXYJC",1,"United States","California","La Crescenta","91214","34.239636, -118.245259",34.239636,-118.245259,"Female","No","No","No",4,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",25.30,116.95,"No",0,63,3808,NULL
"8958-JPTRR",1,"United States","California","Calabasas","91302","34.130861, -118.68346",34.130861,-118.683460,"Female","No","Yes","No",56,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",24.30,1261.70,"No",0,33,5052,NULL
"6959-GQEGV",1,"United States","California","Canoga Park","91303","34.19829, -118.602203",34.198290,-118.602203,"Male","No","No","No",45,"Yes","No","DSL","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",75.95,3273.80,"No",0,28,2185,NULL
"3173-WSSUE",1,"United States","California","Canoga Park","91304","34.224377, -118.632656",34.224377,-118.632656,"Female","No","Yes","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.70,1415.85,"No",0,52,5921,NULL
"1265-HVPZB",1,"United States","California","Winnetka","91306","34.209532, -118.577563",34.209532,-118.577563,"Male","No","Yes","No",59,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","One year","No","Credit card (automatic)",66.40,3958.20,"No",0,64,6432,NULL
"4115-UMJFQ",1,"United States","California","West Hills","91307","34.199787, -118.68493",34.199787,-118.684930,"Male","No","No","No",69,"No","No phone service","DSL","No","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",35.75,2492.25,"No",0,32,4043,NULL
"7369-TRPFD",1,"United States","California","Chatsworth","91311","34.294142, -118.603883",34.294142,-118.603883,"Male","No","No","No",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",18.80,279.20,"No",0,43,2916,NULL
"1098-KFQEC",1,"United States","California","Encino","91316","34.150354, -118.518292",34.150354,-118.518292,"Female","No","Yes","Yes",55,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.40,1083.00,"No",0,23,5366,NULL
"7190-XHTWJ",1,"United States","California","Newbury Park","91320","34.172071, -118.946262",34.172071,-118.946262,"Female","No","No","No",38,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.30,755.50,"No",0,32,4705,NULL
"3537-RYBHH",1,"United States","California","Northridge","91324","34.238208, -118.55029",34.238208,-118.550290,"Female","Yes","Yes","No",47,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",67.45,3252.00,"No",0,67,4074,NULL
"5296-BFCYD",1,"United States","California","San Fernando","91340","34.286131, -118.435969",34.286131,-118.435969,"Male","No","Yes","Yes",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.10,936.85,"No",0,24,3392,NULL
"9359-JANWS",1,"United States","California","North Hills","91343","34.238802, -118.482296",34.238802,-118.482296,"Female","No","Yes","No",65,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Credit card (automatic)",58.90,3857.10,"No",0,50,5657,NULL
"3279-DYZQM",1,"United States","California","Santa Clarita","91350","34.502432, -118.41459",34.502432,-118.414590,"Male","No","Yes","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.45,1378.45,"No",0,63,5497,NULL
"0523-VNGTF",1,"United States","California","Sun Valley","91352","34.231053, -118.338307",34.231053,-118.338307,"Female","Yes","No","No",52,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","No","Month-to-month","Yes","Electronic check",50.50,2566.30,"No",0,70,5185,NULL
"9575-IWCAZ",1,"United States","California","Valencia","91354","34.457005, -118.573726",34.457005,-118.573726,"Male","No","Yes","No",6,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",25.10,171.00,"No",0,31,5161,NULL
"7105-MXJLL",1,"United States","California","Valencia","91355","34.43987, -118.644609",34.439870,-118.644609,"Female","Yes","Yes","No",26,"Yes","No","DSL","No","No","Yes","No","No","Yes","One year","No","Mailed check",60.70,1597.40,"No",0,68,2502,NULL
"7064-FRRSW",1,"United States","California","Tarzana","91356","34.157137, -118.548511",34.157137,-118.548511,"Male","Yes","No","No",48,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",99.00,4744.35,"No",0,78,3061,NULL
"7940-UQQUG",1,"United States","California","Thousand Oaks","91360","34.214054, -118.88109",34.214054,-118.881090,"Female","No","Yes","Yes",64,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.40,6721.60,"No",0,33,5133,NULL
"3961-SXAXY",1,"United States","California","Thousand Oaks","91362","34.191842, -118.822796",34.191842,-118.822796,"Male","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",44.05,44.05,"No",0,54,5925,NULL
"7010-BRBUU",1,"United States","California","Woodland Hills","91364","34.153733, -118.593408",34.153733,-118.593408,"Male","No","Yes","Yes",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.10,1734.65,"No",0,23,4264,NULL
"3566-HJGPK",1,"United States","California","Woodland Hills","91367","34.178068, -118.615714",34.178068,-118.615714,"Male","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.55,45.55,"No",0,31,3173,NULL
"3062-ICYZQ",1,"United States","California","Oak Park","91377","34.19225, -118.776874",34.192250,-118.776874,"Female","No","Yes","Yes",51,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",93.80,4539.35,"No",0,20,5457,NULL
"5044-LRQAQ",1,"United States","California","Ladera Ranch","92694","33.569186, -117.640055",33.569186,-117.640055,"Female","No","Yes","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.20,477.55,"No",0,73,2551,NULL
"9938-PRCVK",1,"United States","California","Stevenson Ranch","91381","34.364153, -118.615583",34.364153,-118.615583,"Female","No","Yes","Yes",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.70,804.25,"No",0,52,2902,NULL
"0973-KYVNF",1,"United States","California","Castaic","91384","34.506627, -118.699048",34.506627,-118.699048,"Female","No","Yes","No",72,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","Two year","Yes","Credit card (automatic)",70.65,5011.15,"No",0,75,5176,NULL
"5129-HHMZC",1,"United States","California","Van Nuys","91401","34.178483, -118.431791",34.178483,-118.431791,"Female","No","Yes","No",43,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Credit card (automatic)",86.45,3574.50,"No",0,53,3110,NULL
"9637-CDTKZ",1,"United States","California","Panorama City","91402","34.223768, -118.445461",34.223768,-118.445461,"Male","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",114.10,8086.40,"No",0,61,4965,NULL
"3946-JEWRQ",1,"United States","California","Sherman Oaks","91403","34.147149, -118.463365",34.147149,-118.463365,"Male","No","Yes","No",47,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",95.20,4563.00,"No",0,72,4977,NULL
"7873-CVMAW",1,"United States","California","Van Nuys","91405","34.202494, -118.448048",34.202494,-118.448048,"Male","No","No","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",88.55,6362.35,"No",0,32,6468,NULL
"0463-WZZKO",1,"United States","California","Van Nuys","91406","34.195685, -118.490752",34.195685,-118.490752,"Male","No","No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20.75,67.10,"No",0,30,2406,NULL
"4524-QCSSM",1,"United States","California","Encino","91436","34.152875, -118.486056",34.152875,-118.486056,"Male","No","No","No",26,"No","No phone service","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",44.65,1156.55,"No",0,33,4512,NULL
"5832-EXGTT",1,"United States","California","Burbank","91501","34.188339, -118.300942",34.188339,-118.300942,"Male","No","Yes","Yes",29,"Yes","No","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",60.20,1834.15,"No",0,76,5517,NULL
"2039-JONDJ",1,"United States","California","Burbank","91504","34.213049, -118.317651",34.213049,-118.317651,"Male","No","No","No",27,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","No","Bank transfer (automatic)",55.45,1477.65,"No",0,80,3616,NULL
"7217-JYHOQ",1,"United States","California","Burbank","91505","34.174215, -118.345928",34.174215,-118.345928,"Male","No","Yes","Yes",24,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)",70.30,1706.45,"No",0,56,3359,NULL
"6695-FRVEC",1,"United States","California","Burbank","91506","34.169706, -118.323548",34.169706,-118.323548,"Male","No","Yes","No",67,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)",60.40,3953.70,"No",0,73,5356,NULL
"9894-QMIMJ",1,"United States","California","North Hollywood","91602","34.15136, -118.364786",34.151360,-118.364786,"Female","No","No","No",23,"Yes","No","DSL","No","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",55.80,1327.85,"No",0,20,2499,NULL
"8069-YQQAJ",1,"United States","California","Studio City","91604","34.139082, -118.39275",34.139082,-118.392750,"Male","No","No","No",14,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",31.10,419.70,"No",0,55,3448,NULL
"1636-NTNCO",1,"United States","California","Valley Village","91607","34.165783, -118.399795",34.165783,-118.399795,"Male","Yes","No","No",4,"No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",50.95,207.35,"No",0,33,2104,NULL
"3466-WAESX",1,"United States","California","Rancho Cucamonga","91701","34.132275, -117.611478",34.132275,-117.611478,"Male","No","No","Yes",16,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",69.10,1083.70,"No",0,71,5172,NULL
"9281-PKKZE",1,"United States","California","Azusa","91702","34.174493, -117.87068",34.174493,-117.870680,"Female","No","Yes","No",46,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",43.95,2007.85,"No",0,47,4818,NULL
"3638-VBZTA",1,"United States","California","Baldwin Park","91706","34.098275, -117.967399",34.098275,-117.967399,"Male","No","No","No",68,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",86.50,5882.75,"No",0,45,4280,NULL
"7459-IMVYU",1,"United States","California","Chino Hills","91709","33.942895, -117.725644",33.942895,-117.725644,"Male","No","No","No",38,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check",69.95,2657.55,"No",0,39,5858,NULL
"8563-OYMQY",1,"United States","California","Covina","91722","34.097345, -117.906736",34.097345,-117.906736,"Male","No","No","No",17,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",90.95,1612.20,"No",0,23,5687,NULL
"0754-EEBDC",1,"United States","California","Covina","91723","34.084747, -117.886844",34.084747,-117.886844,"Male","No","Yes","Yes",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.90,76.65,"No",0,74,2347,NULL
"5777-ZPQNC",1,"United States","California","Covina","91724","34.08111, -117.853935",34.081110,-117.853935,"Female","No","No","No",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",20.15,260.70,"No",0,38,4628,NULL
"1951-IEYXM",1,"United States","California","Rancho Cucamonga","91730","34.10097, -117.57882",34.100970,-117.578820,"Male","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",90.60,6441.85,"No",0,73,4528,NULL
"3318-NMQXL",1,"United States","California","El Monte","91731","34.079934, -118.046695",34.079934,-118.046695,"Male","No","No","No",3,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",92.00,266.80,"No",0,42,4345,NULL
"1022-RKXDR",1,"United States","California","South El Monte","91733","34.04622, -118.053753",34.046220,-118.053753,"Female","No","No","No",41,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",24.85,962.25,"No",0,42,3089,NULL
"2361-FJWNO",1,"United States","California","Rancho Cucamonga","91737","34.245289, -117.642503",34.245289,-117.642503,"Male","No","No","No",40,"No","No phone service","DSL","No","Yes","No","Yes","No","No","One year","No","Credit card (automatic)",36.00,1382.90,"No",0,38,5323,NULL
"2272-UOINI",1,"United States","California","Rancho Cucamonga","91739","34.133809, -117.523724",34.133809,-117.523724,"Female","No","No","No",7,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",78.50,571.05,"No",0,47,3601,NULL
"8232-UTFOZ",1,"United States","California","Glendora","91740","34.119363, -117.855059",34.119363,-117.855059,"Male","No","No","No",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.95,1399.35,"No",0,59,4328,NULL
"3750-YHRYO",1,"United States","California","Glendora","91741","34.14649, -117.849815",34.146490,-117.849815,"Male","No","Yes","No",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",20.65,150.00,"No",0,27,2874,NULL
"6637-KYRCV",1,"United States","California","La Puente","91744","34.031441, -117.936436",34.031441,-117.936436,"Female","No","Yes","Yes",5,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",30.50,167.20,"No",0,27,5973,NULL
"5668-MEISB",1,"United States","California","Hacienda Heights","91745","33.998471, -117.973758",33.998471,-117.973758,"Female","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",106.10,7657.40,"No",0,34,5146,NULL
"0129-QMPDR",1,"United States","California","La Puente","91746","34.038983, -117.991372",34.038983,-117.991372,"Male","No","Yes","No",44,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.50,865.05,"No",0,59,3093,NULL
"7188-CBBBA",1,"United States","California","Rowland Heights","91748","33.976753, -117.897367",33.976753,-117.897367,"Female","No","No","No",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","No","One year","Yes","Electronic check",95.50,6153.85,"No",0,35,6153,NULL
"5356-CSVSQ",1,"United States","California","La Verne","91750","34.144703, -117.770299",34.144703,-117.770299,"Female","No","No","No",3,"Yes","Yes","DSL","No","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",64.60,174.20,"No",0,24,5277,NULL
"3221-CJMSG",1,"United States","California","Mira Loma","91752","33.999992, -117.535395",33.999992,-117.535395,"Male","No","No","No",24,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",51.10,1269.60,"No",0,23,2515,NULL
"3219-JQRSL",1,"United States","California","Monterey Park","91755","34.049172, -118.115022",34.049172,-118.115022,"Female","Yes","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.10,6352.40,"No",0,39,4627,NULL
"2801-NISEI",1,"United States","California","Mt Baldy","91759","34.231318, -117.662032",34.231318,-117.662032,"Male","No","No","No",24,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check",54.95,1348.50,"No",0,55,3407,NULL
"4623-ZKHLY",1,"United States","California","Ontario","91762","34.057256, -117.667677",34.057256,-117.667677,"Male","No","Yes","No",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)",20.45,471.55,"No",0,28,3727,NULL
"6732-VAILE",1,"United States","California","Montclair","91763","34.072121, -117.698319",34.072121,-117.698319,"Male","No","Yes","No",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",85.95,5931.75,"No",0,60,6354,NULL
"8201-AAXCB",1,"United States","California","Ontario","91764","34.074087, -117.605618",34.074087,-117.605618,"Male","No","Yes","Yes",25,"Yes","Yes","DSL","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",60.35,1404.65,"No",0,75,3192,NULL
"7696-CFTAT",1,"United States","California","Diamond Bar","91765","33.992416, -117.807874",33.992416,-117.807874,"Male","No","Yes","Yes",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.80,726.10,"No",0,28,2745,NULL
"1845-CSBRZ",1,"United States","California","Pomona","91766","34.042286, -117.756106",34.042286,-117.756106,"Female","Yes","Yes","Yes",22,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)",85.35,1961.60,"No",0,49,2656,NULL
"2123-VSCOT",1,"United States","California","Pomona","91767","34.083086, -117.737997",34.083086,-117.737997,"Female","No","Yes","No",59,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",72.10,4194.85,"No",0,52,6225,NULL
"2018-QKYGT",1,"United States","California","San Gabriel","91775","34.114772, -118.089431",34.114772,-118.089431,"Male","No","Yes","Yes",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",81.05,81.05,"No",0,27,4396,NULL
"2792-VPPET",1,"United States","California","San Gabriel","91776","34.089927, -118.095645",34.089927,-118.095645,"Male","No","No","No",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",20.50,76.95,"No",0,35,5296,NULL
"7409-JURKQ",1,"United States","California","Temple City","91780","34.101608, -118.055848",34.101608,-118.055848,"Female","No","Yes","No",53,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",111.80,5809.75,"No",0,28,5713,NULL
"3247-MHJKM",1,"United States","California","Upland","91784","34.141146, -117.655583",34.141146,-117.655583,"Male","No","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.20,20.20,"No",0,72,3586,NULL
"1964-SVLEA",1,"United States","California","Upland","91786","34.105493, -117.660934",34.105493,-117.660934,"Male","No","No","No",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.70,415.90,"No",0,80,2860,NULL
"7297-DVYGA",1,"United States","California","West Covina","91790","34.066964, -117.937007",34.066964,-117.937007,"Female","No","No","No",51,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.85,996.95,"No",0,65,5089,NULL
"2239-CGBUZ",1,"United States","California","West Covina","91791","34.061634, -117.893169",34.061634,-117.893169,"Female","No","Yes","No",51,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",60.50,3145.15,"No",0,63,4207,NULL
"0854-UYHZD",1,"United States","California","West Covina","91792","34.024405, -117.898722",34.024405,-117.898722,"Female","No","Yes","Yes",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.55,265.30,"No",0,55,2816,NULL
"7243-LCGGZ",1,"United States","California","Alhambra","91801","34.090925, -118.128164",34.090925,-118.128164,"Female","No","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.90,20.90,"No",0,72,3901,NULL
"8267-KFGYD",1,"United States","California","Alhambra","91803","34.074736, -118.145959",34.074736,-118.145959,"Male","No","No","Yes",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",21.05,21.05,"No",0,32,3389,NULL
"4890-VMUAV",1,"United States","California","Alpine","91901","32.827184, -116.703729",32.827184,-116.703729,"Male","No","No","No",63,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","One year","No","Electronic check",71.50,4576.30,"No",0,36,5342,NULL
"9261-WDCAF",1,"United States","California","Bonita","91902","32.67117, -117.00232",32.671170,-117.002320,"Male","No","No","No",3,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","No","Mailed check",54.65,189.10,"No",0,34,2168,NULL
"3764-MNMOI",1,"United States","California","Boulevard","91905","32.677097, -116.304991",32.677097,-116.304991,"Male","No","No","No",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.20,908.15,"No",0,54,2776,NULL
"7442-YGZFK",1,"United States","California","Campo","91906","32.673483, -116.472863",32.673483,-116.472863,"Male","No","No","No",1,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",49.80,49.80,"No",0,79,4796,NULL
"8229-BUJHX",1,"United States","California","Chula Vista","91911","32.607964, -117.059459",32.607964,-117.059459,"Female","No","Yes","Yes",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.50,1500.95,"No",0,62,4941,NULL
"7449-HVPIV",1,"United States","California","Chula Vista","91913","32.64164, -116.985026",32.641640,-116.985026,"Male","No","Yes","Yes",55,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",90.40,5099.15,"No",0,44,4603,NULL
"5504-WSIUR",1,"United States","California","Chula Vista","91914","32.688506, -116.938632",32.688506,-116.938632,"Female","No","No","No",70,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)",90.25,6385.95,"No",0,33,5327,NULL
"8466-PZBLH",1,"United States","California","Descanso","91916","32.912664, -116.635387",32.912664,-116.635387,"Male","No","Yes","Yes",67,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",104.60,6885.75,"No",0,56,4743,NULL
"8735-IJJEG",1,"United States","California","Guatay","91931","32.857946, -116.561917",32.857946,-116.561917,"Male","No","Yes","No",14,"Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","No","Credit card (automatic)",50.20,668.85,"No",0,48,4253,NULL
"0564-MUUQK",1,"United States","California","Imperial Beach","91932","32.579134, -117.119009",32.579134,-117.119009,"Female","No","Yes","Yes",20,"Yes","Yes","Fiber optic","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.50,1916.20,"No",0,73,3186,NULL
"0701-RFGFI",1,"United States","California","La Mesa","91941","32.759327, -116.99726",32.759327,-116.997260,"Female","No","Yes","Yes",49,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.40,4613.95,"No",0,41,6136,NULL
"0019-EFAEP",1,"United States","California","La Mesa","91942","32.782501, -117.01611",32.782501,-117.016110,"Female","No","No","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","Yes","Bank transfer (automatic)",101.30,7261.25,"No",0,53,5513,NULL
"5619-PTMIK",1,"United States","California","Lemon Grove","91945","32.733564, -117.033713",32.733564,-117.033713,"Female","No","Yes","No",46,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",53.10,2459.80,"No",0,72,3358,NULL
"3737-XBQDD",1,"United States","California","Mount Laguna","91948","32.830852, -116.444601",32.830852,-116.444601,"Male","No","No","No",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",84.85,2048.80,"No",0,23,2941,NULL
"5882-CMAZQ",1,"United States","California","National City","91950","32.67102, -117.095235",32.671020,-117.095235,"Female","No","Yes","Yes",5,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Electronic check",34.25,163.55,"No",0,21,5100,NULL
"5846-QFDFI",1,"United States","California","Pine Valley","91962","32.800671, -116.483363",32.800671,-116.483363,"Female","No","Yes","Yes",33,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","No","No","Month-to-month","No","Credit card (automatic)",88.60,2888.70,"No",0,78,3648,NULL
"4445-KWOKW",1,"United States","California","Potrero","91963","32.619465, -116.593605",32.619465,-116.593605,"Female","No","No","No",42,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","One year","Yes","Bank transfer (automatic)",60.15,2421.60,"No",0,55,5988,NULL
"3511-APPBJ",1,"United States","California","Spring Valley","91977","32.726627, -116.994608",32.726627,-116.994608,"Male","No","No","No",23,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",99.95,2292.75,"No",0,62,3515,NULL
"7967-HYCDE",1,"United States","California","Spring Valley","91978","32.730264, -116.950963",32.730264,-116.950963,"Male","No","No","No",8,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",70.70,553.40,"No",0,27,4946,NULL
"2430-RRYUW",1,"United States","California","Tecate","91980","32.587557, -116.636816",32.587557,-116.636816,"Male","No","No","No",66,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","Yes","Mailed check",54.80,3465.70,"No",0,20,4621,NULL
"3723-BFBGR",1,"United States","California","Borrego Springs","92004","33.200369, -116.192313",33.200369,-116.192313,"Male","Yes","No","No",24,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)",54.80,1291.30,"No",0,25,4330,NULL
"5447-WZAFP",1,"United States","California","Carlsbad","92008","33.148116, -117.306043",33.148116,-117.306043,"Female","No","No","No",53,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","Yes","Mailed check",100.30,5200.80,"No",0,71,5377,NULL
"5110-CHOPY",1,"United States","California","Carlsbad","92009","33.098018, -117.258203",33.098018,-117.258203,"Female","No","No","No",60,"No","No phone service","DSL","Yes","No","Yes","No","Yes","Yes","Two year","No","Electronic check",53.60,3237.05,"No",0,39,4173,NULL
