customer_id,tenure_months,contract,internet_service,tech_support,online_security,payment_method,monthly_charges,cltv,churn_value,predicted_churn,churn_probability,risk_segment
8317-BVKSO,14,Month-to-month,No,No internet service,No internet service,Electronic check,20.05,5728,0,0,0.4648,Moderate Risk
1814-DKOLC,5,Month-to-month,No,No internet service,No internet service,Mailed check,25.45,4855,0,0,0.4644,Moderate Risk
5294-DMSFH,29,Month-to-month,Fiber optic,No,No,Credit card (automatic),87.8,4780,0,0,0.4631,Moderate Risk
3521-MNKLV,24,Month-to-month,DSL,No,No,Mailed check,49.7,5832,0,0,0.4627,Moderate Risk
4903-UYAVB,5,Month-to-month,No,No internet service,No internet service,Mailed check,19.35,3864,1,0,0.4625,Moderate Risk
3190-XFANI,49,One year,Fiber optic,Yes,No,Bank transfer (automatic),100.6,5585,1,0,0.4625,Moderate Risk
9426-SXNHE,2,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic),18.75,5355,0,0,0.4623,Moderate Risk
1349-WXNGG,1,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic),20.05,4710,1,0,0.4623,Moderate Risk
1041-RXHRA,41,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),70.25,3407,1,0,0.4622,Moderate Risk
4828-FAZPK,16,Month-to-month,Fiber optic,No,No,Credit card (automatic),79.95,3855,0,0,0.4617,Moderate Risk
3174-RKMOW,35,Month-to-month,Fiber optic,Yes,No,Electronic check,109.95,5721,0,0,0.4617,Moderate Risk
7921-LMDFQ,51,One year,Fiber optic,No,No,Bank transfer (automatic),94.0,6034,0,0,0.4615,Moderate Risk
2220-IAHLS,1,Month-to-month,No,No internet service,No internet service,Credit card (automatic),19.4,5566,0,0,0.4615,Moderate Risk
6647-ZEDXT,30,One year,Fiber optic,Yes,No,Credit card (automatic),110.45,4983,0,0,0.4614,Moderate Risk
8329-IBCTI,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.65,5881,1,0,0.4613,Moderate Risk
4486-EFAEB,13,Month-to-month,No,No internet service,No internet service,Electronic check,20.4,2486,0,0,0.4613,Moderate Risk
2576-HXMPA,1,Month-to-month,No,No internet service,No internet service,Credit card (automatic),19.55,5537,0,0,0.4611,Moderate Risk
4350-ZTLPI,53,One year,Fiber optic,Yes,No,Bank transfer (automatic),108.95,4163,0,0,0.4609,Moderate Risk
8605-ITULD,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.55,5750,0,0,0.4609,Moderate Risk
2672-TGEFF,37,Month-to-month,Fiber optic,No,No,Electronic check,88.8,3746,0,0,0.4607,Moderate Risk
4685-ERGHK,57,One year,Fiber optic,No,No,Electronic check,86.9,6109,0,0,0.4606,Moderate Risk
3794-NFNCH,30,Month-to-month,DSL,No,No,Mailed check,50.0,4715,0,0,0.4598,Moderate Risk
2592-YKDIF,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.35,5774,0,0,0.4597,Moderate Risk
0970-QXPXW,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.65,5454,0,0,0.4596,Moderate Risk
2659-VXMWZ,67,One year,Fiber optic,No,Yes,Electronic check,111.3,4146,1,0,0.4593,Moderate Risk
7551-JOHTI,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.5,5211,1,0,0.4588,Moderate Risk
3723-BFBGR,24,Month-to-month,DSL,No,No,Credit card (automatic),54.8,4330,0,0,0.4585,Moderate Risk
1194-SPVSP,1,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic),19.65,3625,0,0,0.4585,Moderate Risk
3717-OFRTN,1,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic),19.75,3595,0,0,0.4582,Moderate Risk
2654-VBVPB,1,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic),19.9,2010,0,0,0.4581,Moderate Risk
8295-FHIVV,7,Month-to-month,No,No internet service,No internet service,Mailed check,19.4,5873,0,0,0.4579,Moderate Risk
0426-TIRNE,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.9,5527,1,0,0.4579,Moderate Risk
4612-THJBS,56,One year,Fiber optic,No,No,Bank transfer (automatic),104.75,5605,1,0,0.4578,Moderate Risk
6654-QGBZZ,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.9,5057,0,0,0.4575,Moderate Risk
7434-SHXLS,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.9,5421,1,0,0.4574,Moderate Risk
9820-RMCQV,11,Month-to-month,DSL,No,Yes,Credit card (automatic),48.55,4444,1,0,0.4574,Moderate Risk
3863-IUBJR,12,One year,DSL,No,No,Credit card (automatic),53.65,2595,1,0,0.4572,Moderate Risk
4869-EPIUS,56,One year,Fiber optic,No,No,Electronic check,80.9,5344,0,0,0.4571,Moderate Risk
3545-CNWRG,49,Month-to-month,Fiber optic,No,No,Electronic check,98.35,4325,0,0,0.457,Moderate Risk
1135-LMECX,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.85,4905,0,0,0.457,Moderate Risk
2000-MPKCA,58,One year,Fiber optic,No,Yes,Electronic check,107.75,5121,0,0,0.4565,Moderate Risk
7721-DVEKZ,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.65,4639,0,0,0.4562,Moderate Risk
7854-EDSSA,22,Month-to-month,DSL,No,Yes,Electronic check,59.0,2195,1,0,0.4558,Moderate Risk
3402-XRIUO,22,Month-to-month,DSL,Yes,Yes,Mailed check,63.55,2136,0,0,0.4554,Moderate Risk
3981-QSVQI,8,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic),19.7,5498,0,0,0.4553,Moderate Risk
7926-IJOOU,1,Month-to-month,No,No internet service,No internet service,Credit card (automatic),19.3,5626,0,0,0.4552,Moderate Risk
1120-BMWUB,16,Month-to-month,DSL,Yes,No,Mailed check,53.9,5091,1,0,0.4552,Moderate Risk
1866-OBPNR,1,Month-to-month,Fiber optic,No,No,Credit card (automatic),74.6,5494,0,0,0.455,Moderate Risk
8409-WQJUX,25,One year,DSL,Yes,No,Electronic check,54.2,4458,0,0,0.4548,Moderate Risk
7018-WBJNK,13,Month-to-month,Fiber optic,No,No,Credit card (automatic),78.3,5566,0,0,0.4547,Moderate Risk
6286-SUUWT,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.95,5916,0,0,0.4543,Moderate Risk
3900-AQPHZ,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.9,4248,1,0,0.4542,Moderate Risk
9753-OYLBX,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.5,4454,0,0,0.4541,Moderate Risk
5198-EFNBM,57,One year,Fiber optic,No,No,Electronic check,90.65,5636,0,0,0.4541,Moderate Risk
6141-OOXUQ,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.65,5717,1,0,0.454,Moderate Risk
6615-ZGEDR,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.7,5707,1,0,0.4539,Moderate Risk
6124-ACRHJ,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.75,4099,0,0,0.4539,Moderate Risk
1710-RCXUS,51,One year,Fiber optic,No,No,Credit card (automatic),90.35,4965,0,0,0.4538,Moderate Risk
2866-IKBTM,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.55,3968,0,0,0.4537,Moderate Risk
0617-FHSGK,49,Month-to-month,Fiber optic,No,No,Credit card (automatic),75.2,5283,1,0,0.4535,Moderate Risk
7878-RTCZG,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.9,4050,0,0,0.4534,Moderate Risk
3148-BLQJT,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.1,5747,1,0,0.4534,Moderate Risk
4892-VLANZ,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.8,5600,1,0,0.4533,Moderate Risk
1015-OWJKI,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.05,5279,0,0,0.4532,Moderate Risk
7698-YFGEZ,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.0,5650,0,0,0.4532,Moderate Risk
9800-ONTFE,22,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),75.8,4479,0,0,0.4531,Moderate Risk
8182-PNAGI,12,Month-to-month,DSL,Yes,No,Bank transfer (automatic),50.25,3624,1,0,0.453,Moderate Risk
0537-QYZZN,24,Month-to-month,Fiber optic,No,Yes,Electronic check,79.85,3412,0,0,0.4529,Moderate Risk
9389-ACWBI,5,Month-to-month,Fiber optic,No,No,Credit card (automatic),69.95,3850,0,0,0.4528,Moderate Risk
5624-BQSSA,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.95,4285,1,0,0.4527,Moderate Risk
8981-FJGLA,11,Month-to-month,Fiber optic,No,No,Mailed check,78.0,4886,0,0,0.4525,Moderate Risk
1918-ZBFQJ,13,Month-to-month,Fiber optic,No,No,Electronic check,79.25,5142,1,0,0.4523,Moderate Risk
4393-RYCRE,44,One year,Fiber optic,No,Yes,Electronic check,106.05,4588,0,0,0.4522,Moderate Risk
8937-RDTHP,1,Month-to-month,Fiber optic,No,Yes,Mailed check,84.6,2484,1,0,0.452,Moderate Risk
4786-UKSNZ,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.2,5418,1,0,0.4519,Moderate Risk
7251-XFOIL,61,Month-to-month,Fiber optic,No,No,Mailed check,89.2,5536,0,0,0.4519,Moderate Risk
6569-KTMDU,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.1,3313,0,0,0.4517,Moderate Risk
8203-XJZRC,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.25,5384,0,0,0.4517,Moderate Risk
8952-WCVCD,41,One year,Fiber optic,No,Yes,Bank transfer (automatic),104.45,2719,0,0,0.4516,Moderate Risk
2002-MZHWP,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.5,3820,1,0,0.4515,Moderate Risk
5982-FPVQN,37,Month-to-month,Fiber optic,No,No,Electronic check,95.15,3407,0,0,0.4515,Moderate Risk
3927-NLNRY,53,One year,Fiber optic,No,No,Bank transfer (automatic),94.25,5414,1,0,0.4514,Moderate Risk
3780-YVMFA,8,Month-to-month,DSL,Yes,No,Electronic check,68.55,3123,0,0,0.4513,Moderate Risk
7243-LCGGZ,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.9,3901,0,0,0.4512,Moderate Risk
3976-NLDEZ,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.6,5370,0,0,0.4511,Moderate Risk
1963-VAUKV,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.4,3663,1,0,0.4511,Moderate Risk
6728-WYQBC,1,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic),20.95,2285,0,0,0.4509,Moderate Risk
8562-GHPPI,1,Month-to-month,No,No internet service,No internet service,Credit card (automatic),19.8,3129,0,0,0.4509,Moderate Risk
2676-ISHSF,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.3,5203,0,0,0.4509,Moderate Risk
7856-GANIL,45,One year,Fiber optic,Yes,No,Bank transfer (automatic),98.7,2535,0,0,0.4508,Moderate Risk
2308-STERM,2,Month-to-month,No,No internet service,No internet service,Mailed check,19.4,5816,0,0,0.4507,Moderate Risk
0810-BDHAW,24,One year,DSL,No,Yes,Electronic check,78.4,2506,0,0,0.4506,Moderate Risk
7239-HZZCX,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.75,4851,1,0,0.4503,Moderate Risk
1663-MHLHE,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.2,4629,0,0,0.4503,Moderate Risk
1905-OEILC,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.5,3107,0,0,0.4502,Moderate Risk
9975-SKRNR,1,Month-to-month,No,No internet service,No internet service,Mailed check,18.9,4480,0,0,0.4502,Moderate Risk
7603-USHJS,12,Month-to-month,Fiber optic,No,No,Credit card (automatic),73.75,2010,1,0,0.4502,Moderate Risk
0103-CSITQ,57,One year,Fiber optic,Yes,No,Bank transfer (automatic),109.4,6026,0,0,0.4501,Moderate Risk
7530-HDYDS,38,Month-to-month,Fiber optic,Yes,No,Credit card (automatic),84.25,2885,1,0,0.4501,Moderate Risk
7175-NTIXE,25,Month-to-month,DSL,Yes,Yes,Credit card (automatic),76.15,3955,0,0,0.4501,Moderate Risk
9708-KFDBY,1,Month-to-month,No,No internet service,No internet service,Credit card (automatic),20.55,4801,0,0,0.4499,Moderate Risk
3370-GQEAL,30,Month-to-month,Fiber optic,No,No,Electronic check,85.45,3409,0,0,0.4498,Moderate Risk
1066-JKSGK,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.15,4832,1,0,0.4496,Moderate Risk
8974-OVACP,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.15,3167,0,0,0.4495,Moderate Risk
8985-OOPOS,1,One year,DSL,Yes,No,Credit card (automatic),74.1,2900,0,0,0.4494,Moderate Risk
8715-KKTFG,61,One year,Fiber optic,Yes,No,Bank transfer (automatic),103.3,5401,0,0,0.4493,Moderate Risk
6627-CFOSN,59,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic),99.45,5247,0,0,0.4493,Moderate Risk
8378-LKJAF,38,Month-to-month,Fiber optic,No,No,Credit card (automatic),101.15,3738,0,0,0.4493,Moderate Risk
6778-JFCMK,24,One year,DSL,No,Yes,Mailed check,50.6,4806,0,0,0.4492,Moderate Risk
4412-YLTKF,27,Month-to-month,Fiber optic,No,No,Electronic check,78.05,4638,1,0,0.4492,Moderate Risk
0673-IGUQO,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.45,4845,0,0,0.4492,Moderate Risk
7694-VLBWQ,67,One year,Fiber optic,No,No,Electronic check,104.1,4857,1,0,0.4492,Moderate Risk
4879-GZLFH,42,Month-to-month,Fiber optic,No,No,Electronic check,92.15,5697,0,0,0.4491,Moderate Risk
2542-HYGIQ,1,Month-to-month,No,No internet service,No internet service,Credit card (automatic),19.95,2732,0,0,0.449,Moderate Risk
2270-CHBFN,44,Month-to-month,Fiber optic,Yes,Yes,Credit card (automatic),95.1,2221,0,0,0.4489,Moderate Risk
2716-GFZOR,43,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),86.1,2358,0,0,0.4489,Moderate Risk
1386-ZIKUV,7,Month-to-month,No,No internet service,No internet service,Mailed check,18.95,4097,0,0,0.4488,Moderate Risk
9818-XQCUV,2,Month-to-month,No,No internet service,No internet service,Mailed check,20.35,5994,0,0,0.4488,Moderate Risk
3886-CERTZ,72,One year,Fiber optic,Yes,No,Electronic check,109.25,4261,1,0,0.4487,Moderate Risk
7302-ZHMHP,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.15,2577,0,0,0.4486,Moderate Risk
4118-CEVPF,35,One year,Fiber optic,Yes,Yes,Bank transfer (automatic),110.8,2125,0,0,0.4486,Moderate Risk
8048-DSDFQ,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.2,4496,0,0,0.4482,Moderate Risk
5766-ZJYBB,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.4,4152,1,0,0.448,Moderate Risk
7622-NXQZR,28,Month-to-month,DSL,Yes,No,Credit card (automatic),30.1,2653,0,0,0.448,Moderate Risk
3709-OIJEA,26,One year,Fiber optic,Yes,No,Electronic check,85.2,5156,0,0,0.4477,Moderate Risk
7016-NVRIC,29,One year,Fiber optic,No,Yes,Bank transfer (automatic),90.1,3553,0,0,0.4477,Moderate Risk
3090-QFUVD,1,Month-to-month,No,No internet service,No internet service,Credit card (automatic),20.3,2507,0,0,0.4476,Moderate Risk
9122-UMROB,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.3,4270,0,0,0.4471,Moderate Risk
1934-SJVJK,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.15,4103,1,0,0.4467,Moderate Risk
1202-KKGFU,12,Month-to-month,DSL,Yes,Yes,Bank transfer (automatic),54.2,4474,0,0,0.4462,Moderate Risk
7241-AJHFS,32,Month-to-month,Fiber optic,Yes,Yes,Bank transfer (automatic),87.65,2426,0,0,0.4461,Moderate Risk
4923-ADWXJ,25,Month-to-month,DSL,Yes,No,Bank transfer (automatic),65.8,3962,0,0,0.4461,Moderate Risk
7601-WFVZV,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.55,3718,0,0,0.446,Moderate Risk
7845-URHJN,8,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic),20.15,4785,1,0,0.4458,Moderate Risk
1029-QFBEN,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.55,3556,1,0,0.4454,Moderate Risk
1984-FCOWB,70,One year,Fiber optic,Yes,No,Electronic check,109.5,4191,1,0,0.4452,Moderate Risk
9788-YTFGE,7,Month-to-month,No,No internet service,No internet service,Mailed check,19.95,3331,0,0,0.4452,Moderate Risk
6345-ULYRW,44,One year,Fiber optic,No,No,Mailed check,88.4,2674,1,0,0.4452,Moderate Risk
4877-EVATK,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.0,3657,1,0,0.4451,Moderate Risk
3727-JEZTU,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.4,2152,0,0,0.4449,Moderate Risk
2342-CKIAO,2,Month-to-month,No,No internet service,No internet service,Mailed check,20.3,5074,0,0,0.4448,Moderate Risk
7143-BQIBA,10,Month-to-month,DSL,Yes,Yes,Bank transfer (automatic),62.25,3415,0,0,0.4447,Moderate Risk
4745-LSPLO,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.5,3731,1,0,0.4446,Moderate Risk
3247-MHJKM,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.2,3586,0,0,0.4445,Moderate Risk
1051-GEJLJ,2,Month-to-month,No,No internet service,No internet service,Mailed check,19.5,4836,0,0,0.4443,Moderate Risk
2065-MMKGR,29,One year,DSL,No,No,Credit card (automatic),71.0,4226,0,0,0.4442,Moderate Risk
3055-OYMSE,53,Month-to-month,Fiber optic,No,No,Credit card (automatic),73.8,6469,0,0,0.4441,Moderate Risk
5049-GLYVG,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.6,3618,1,0,0.444,Moderate Risk
4013-GUXND,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.8,3678,0,0,0.4439,Moderate Risk
3785-NRHYR,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.65,3192,0,0,0.4438,Moderate Risk
9058-HRZSV,65,Month-to-month,Fiber optic,No,Yes,Electronic check,94.4,5348,0,0,0.4436,Moderate Risk
0366-NQSHS,2,Month-to-month,No,No internet service,No internet service,Mailed check,19.35,5863,0,0,0.4434,Moderate Risk
0002-ORFBO,9,One year,DSL,Yes,No,Mailed check,65.6,2205,0,0,0.4427,Moderate Risk
7036-ZZKBD,31,Month-to-month,DSL,Yes,No,Credit card (automatic),66.4,3282,0,0,0.4423,Moderate Risk
8205-OTCHB,22,One year,DSL,No,No,Bank transfer (automatic),43.75,3099,1,0,0.4422,Moderate Risk
7140-ADSMJ,8,Month-to-month,No,No internet service,No internet service,Credit card (automatic),20.45,5624,0,0,0.4422,Moderate Risk
7159-FVYPK,3,Month-to-month,DSL,No,No,Bank transfer (automatic),69.15,2301,0,0,0.4421,Moderate Risk
1193-RTSLK,38,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),83.9,2157,1,0,0.4419,Moderate Risk
4211-MMAZN,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.25,2959,1,0,0.4419,Moderate Risk
0870-VEMYL,5,Month-to-month,DSL,Yes,Yes,Credit card (automatic),53.85,5435,1,0,0.4418,Moderate Risk
6579-JPICP,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.4,2968,0,0,0.4417,Moderate Risk
3030-ZKIWL,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.05,2798,0,0,0.4415,Moderate Risk
1591-NFNLQ,51,Month-to-month,Fiber optic,No,No,Credit card (automatic),80.0,4769,1,0,0.4415,Moderate Risk
2700-LUEVA,1,Month-to-month,No,No internet service,No internet service,Credit card (automatic),20.75,2791,0,0,0.4414,Moderate Risk
1796-JANOW,2,Month-to-month,No,No internet service,No internet service,Mailed check,19.95,4079,0,0,0.4412,Moderate Risk
6380-ARCEH,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.2,2710,0,0,0.4409,Moderate Risk
2212-LYASK,27,One year,DSL,No,No,Credit card (automatic),45.85,2068,0,0,0.4408,Moderate Risk
1855-CFULU,4,Month-to-month,No,No internet service,No internet service,Mailed check,20.05,3460,0,0,0.4408,Moderate Risk
7502-BNYGS,46,Month-to-month,DSL,No,No,Credit card (automatic),69.1,2333,0,0,0.4407,Moderate Risk
3930-ZGWVE,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.75,2484,0,0,0.4407,Moderate Risk
5067-DGXLL,2,Month-to-month,No,No internet service,No internet service,Mailed check,20.25,5736,0,0,0.4407,Moderate Risk
3590-TCXTB,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.35,2648,0,0,0.4404,Moderate Risk
2668-TZSPS,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.45,2664,0,0,0.4403,Moderate Risk
4939-KYYPY,27,Month-to-month,DSL,Yes,No,Electronic check,59.45,4818,0,0,0.4402,Moderate Risk
2843-CQMEG,24,Month-to-month,DSL,No,No,Mailed check,49.7,2911,0,0,0.4402,Moderate Risk
9441-QHEVC,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.1,2091,0,0,0.4402,Moderate Risk
0564-MUUQK,20,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic),95.5,3186,0,0,0.4402,Moderate Risk
7746-AWNQW,28,Month-to-month,DSL,Yes,No,Mailed check,35.75,2431,0,0,0.4402,Moderate Risk
5562-YJQGT,2,Month-to-month,No,No internet service,No internet service,Credit card (automatic),20.35,3746,0,0,0.44,Moderate Risk
2111-DWYHN,1,Month-to-month,No,No internet service,No internet service,Mailed check,21.1,2810,0,0,0.4399,Moderate Risk
4195-SMMNX,2,Month-to-month,No,No internet service,No internet service,Mailed check,20.35,5627,1,0,0.4399,Moderate Risk
8393-JMVMB,1,Month-to-month,No,No internet service,No internet service,Mailed check,19.45,2133,0,0,0.4398,Moderate Risk
9825-YCXWZ,41,One year,Fiber optic,Yes,No,Bank transfer (automatic),101.1,2227,0,0,0.4398,Moderate Risk
7096-UCLNH,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.05,2313,0,0,0.4396,Moderate Risk
2811-POVEX,23,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),88.45,3937,0,0,0.4394,Moderate Risk
6258-NGCNG,7,Month-to-month,No,No internet service,No internet service,Mailed check,23.5,5508,0,0,0.4392,Moderate Risk
2839-RFSQE,2,Month-to-month,No,No internet service,No internet service,Mailed check,20.65,3845,1,0,0.4391,Moderate Risk
3237-AJGEH,3,Month-to-month,DSL,Yes,No,Mailed check,31.0,5122,1,0,0.4388,Moderate Risk
9701-CDXHR,51,Month-to-month,Fiber optic,No,No,Mailed check,69.15,5187,0,0,0.4387,Moderate Risk
8749-CLJXC,1,Month-to-month,No,No internet service,No internet service,Mailed check,20.05,2067,0,0,0.4386,Moderate Risk
0396-HUJBP,2,Month-to-month,No,No internet service,No internet service,Mailed check,19.3,3009,0,0,0.4383,Moderate Risk
8644-XYTSV,42,Month-to-month,DSL,No,Yes,Bank transfer (automatic),40.15,4348,0,0,0.4382,Moderate Risk
8189-HBVRW,53,Month-to-month,Fiber optic,No,Yes,Electronic check,90.8,5249,0,0,0.438,Moderate Risk
3313-QKNKB,59,One year,Fiber optic,No,No,Electronic check,85.55,6304,1,0,0.438,Moderate Risk
4283-IVYCI,9,Month-to-month,DSL,Yes,Yes,Mailed check,64.95,3013,0,0,0.4378,Moderate Risk
0188-GWFLE,2,Month-to-month,No,No internet service,No internet service,Mailed check,20.05,4978,0,0,0.4378,Moderate Risk
7483-IQWIB,37,Month-to-month,Fiber optic,No,No,Electronic check,92.95,3462,0,0,0.4377,Moderate Risk
2239-JALAW,58,One year,Fiber optic,No,No,Bank transfer (automatic),103.25,6105,1,0,0.4376,Moderate Risk
1110-KYLGQ,63,Month-to-month,Fiber optic,No,Yes,Credit card (automatic),108.25,5331,0,0,0.4375,Moderate Risk
9101-BWFSS,50,One year,Fiber optic,Yes,Yes,Electronic check,108.55,4274,1,0,0.437,Moderate Risk
4580-TMHJU,43,Month-to-month,DSL,No,No,Electronic check,56.15,2152,1,0,0.437,Moderate Risk
1840-BIUOG,20,One year,DSL,Yes,No,Electronic check,68.7,2989,0,0,0.4367,Moderate Risk
0178-CIIKR,3,Month-to-month,No,No internet service,No internet service,Mailed check,19.95,5949,0,0,0.4366,Moderate Risk
1614-JBEBI,8,Month-to-month,No,No internet service,No internet service,Mailed check,20.7,3330,0,0,0.4364,Moderate Risk
5919-VCZYM,2,Month-to-month,No,No internet service,No internet service,Mailed check,20.05,4394,0,0,0.436,Moderate Risk
9904-EHEVJ,32,Month-to-month,Fiber optic,No,No,Mailed check,91.35,2965,0,0,0.436,Moderate Risk
3445-HXXGF,58,Month-to-month,DSL,No,No,Electronic check,45.3,5444,1,0,0.436,Moderate Risk
8999-XXGNS,72,One year,Fiber optic,No,No,Credit card (automatic),105.75,5832,0,0,0.4359,Moderate Risk
9033-EOXWV,12,One year,DSL,Yes,No,Mailed check,74.05,4149,1,0,0.4359,Moderate Risk
9101-NTIXF,2,Month-to-month,No,No internet service,No internet service,Mailed check,19.4,3954,0,0,0.4359,Moderate Risk
9986-BONCE,4,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic),20.95,5822,1,0,0.4357,Moderate Risk
0030-FNXPP,3,Month-to-month,No,No internet service,No internet service,Mailed check,19.85,5634,0,0,0.4354,Moderate Risk
4789-KWMXN,47,One year,Fiber optic,Yes,Yes,Credit card (automatic),110.85,3344,1,0,0.4353,Moderate Risk
4826-TZEVA,40,Month-to-month,Fiber optic,No,No,Credit card (automatic),74.8,3258,0,0,0.4353,Moderate Risk
9770-LXDBK,3,Month-to-month,No,No internet service,No internet service,Mailed check,20.4,5695,0,0,0.4352,Moderate Risk
5945-AZYHT,71,One year,Fiber optic,No,Yes,Electronic check,109.6,4564,0,0,0.4351,Moderate Risk
0883-EIBTI,2,Month-to-month,No,No internet service,No internet service,Mailed check,19.5,2484,1,0,0.435,Moderate Risk
8190-ZTQFB,41,One year,DSL,No,No,Electronic check,51.35,5622,0,0,0.435,Moderate Risk
3936-QQFLL,2,Month-to-month,No,No internet service,No internet service,Mailed check,19.75,4064,0,0,0.435,Moderate Risk
0895-LMRSF,23,One year,DSL,No,No,Bank transfer (automatic),64.9,3314,0,0,0.4349,Moderate Risk
4846-WHAFZ,37,Month-to-month,Fiber optic,No,No,Electronic check,76.5,2793,1,0,0.4349,Moderate Risk
8059-UDZFY,33,Month-to-month,Fiber optic,No,No,Bank transfer (automatic),105.35,4738,0,0,0.4347,Moderate Risk
8292-TYSPY,19,Month-to-month,DSL,Yes,No,Credit card (automatic),55.0,4539,1,0,0.4336,Moderate Risk
6743-HHQPF,42,Month-to-month,DSL,No,No,Credit card (automatic),25.1,4959,0,0,0.4336,Moderate Risk
9700-ZCLOT,2,Month-to-month,No,No internet service,No internet service,Mailed check,20.0,3922,0,0,0.4335,Moderate Risk
8148-BPLZQ,34,Month-to-month,DSL,No,No,Electronic check,49.8,2711,0,0,0.4335,Moderate Risk
0816-TSPHQ,2,Month-to-month,No,No internet service,No internet service,Mailed check,20.75,3976,0,0,0.4333,Moderate Risk
1591-MQJTP,51,One year,Fiber optic,No,Yes,Bank transfer (automatic),93.65,4163,0,0,0.4329,Moderate Risk
8006-PYCSW,2,Month-to-month,No,No internet service,No internet service,Mailed check,20.1,2051,0,0,0.4328,Moderate Risk
1666-JZPZT,27,Month-to-month,DSL,No,No,Mailed check,49.0,5428,0,0,0.4328,Moderate Risk
9332-GYWLO,6,Month-to-month,DSL,No,No,Electronic check,54.85,5729,0,0,0.4327,Moderate Risk
